episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,policy_reward_min/policy_0,policy_reward_min/policy_1,policy_reward_min/policy_2,policy_reward_min/policy_3,policy_reward_max/policy_0,policy_reward_max/policy_1,policy_reward_max/policy_2,policy_reward_max/policy_3,policy_reward_mean/policy_0,policy_reward_mean/policy_1,policy_reward_mean/policy_2,policy_reward_mean/policy_3,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,info/learner/policy_0/cur_kl_coeff,info/learner/policy_0/cur_lr,info/learner/policy_0/total_loss,info/learner/policy_0/policy_loss,info/learner/policy_0/vf_loss,info/learner/policy_0/vf_explained_var,info/learner/policy_0/kl,info/learner/policy_0/entropy,info/learner/policy_0/entropy_coeff,info/learner/policy_1/cur_kl_coeff,info/learner/policy_1/cur_lr,info/learner/policy_1/total_loss,info/learner/policy_1/policy_loss,info/learner/policy_1/vf_loss,info/learner/policy_1/vf_explained_var,info/learner/policy_1/kl,info/learner/policy_1/entropy,info/learner/policy_1/entropy_coeff,info/learner/policy_2/cur_kl_coeff,info/learner/policy_2/cur_lr,info/learner/policy_2/total_loss,info/learner/policy_2/policy_loss,info/learner/policy_2/vf_loss,info/learner/policy_2/vf_explained_var,info/learner/policy_2/kl,info/learner/policy_2/entropy,info/learner/policy_2/entropy_coeff,info/learner/policy_3/cur_kl_coeff,info/learner/policy_3/cur_lr,info/learner/policy_3/total_loss,info/learner/policy_3/policy_loss,info/learner/policy_3/vf_loss,info/learner/policy_3/vf_explained_var,info/learner/policy_3/kl,info/learner/policy_3/entropy,info/learner/policy_3/entropy_coeff
4.0,0.0,0.08,83.7,22,2000,False,22000,262,11,b073d8b5f14f4b40bd55415467fb0e1c,2020-01-22_00-16-27,1579648587,17.69316554069519,209.65203070640564,9413,alexandre-lenovo,192.168.0.11,209.65203070640564,22000,11,3,7eaf2234,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.02,0.02,0.02,0.02,6.178987448086413,0.9598898684968385,3.943141525677033,22000,22000,7854.014,117.432,9704.637,20.114,53.71538461538462,75.33076923076922,1.5187499523162842,0.0002500000118743628,-0.2109457,-0.20665866,0.00028037652,-0.47951838,0.01528094,2.777536,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.20493218,-0.20254678,0.00031734287,-0.014333338,0.015869103,2.6803927,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.2088719,-0.20460685,0.0003049873,-0.18646234,0.015525123,2.814883,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.20827654,-0.20411377,0.00027484458,-0.29999155,0.015350771,2.7751594,0.009999999776482582
4.0,0.0,0.12,84.55,23,2000,False,24000,285,12,b073d8b5f14f4b40bd55415467fb0e1c,2020-01-22_00-16-44,1579648604,17.705782413482666,227.3578131198883,9413,alexandre-lenovo,192.168.0.11,227.3578131198883,24000,12,3,7eaf2234,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.03,0.03,0.03,0.03,6.1686826836520865,0.9580677492552059,3.94449838967716,24000,24000,7837.511,113.815,9704.494,19.607,54.132000000000005,75.304,1.5187499523162842,0.0002500000118743628,-0.08210928,-0.068937674,0.0029731123,-0.107207,0.007669287,2.779244,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.08255595,-0.07068639,0.0029140397,0.1847487,0.007967849,2.6884768,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.08226024,-0.068702474,0.0028057743,-0.075306684,0.0077335034,2.81088,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.08020083,-0.06595632,0.0029849901,0.12630211,0.0069186445,2.7737203,0.009999999776482582
4.0,0.0,0.16,86.16,24,2000,False,26000,309,13,b073d8b5f14f4b40bd55415467fb0e1c,2020-01-22_00-17-02,1579648622,17.825315237045288,245.1831283569336,9413,alexandre-lenovo,192.168.0.11,245.1831283569336,26000,13,3,7eaf2234,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04,0.04,0.04,0.04,6.175567405365089,0.9563427168982979,3.9457013444187443,26000,26000,7870.454,113.456,9703.796,19.269,54.087999999999994,75.54400000000001,1.5187499523162842,0.0002500000118743628,-0.09003589,-0.075971715,0.0012185603,0.6812587,0.008239252,2.7796106,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.091425814,-0.077721275,0.001542794,0.5621876,0.0077818567,2.706602,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.0891513,-0.07363075,0.0012480393,0.6674832,0.0075354823,2.8213112,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.087398656,-0.07171303,0.0014935958,0.6006267,0.006998483,2.7808166,0.009999999776482582
4.0,0.0,0.12,81.51,28,2000,False,28000,337,14,b073d8b5f14f4b40bd55415467fb0e1c,2020-01-22_00-17-20,1579648640,17.75366473197937,262.93679308891296,9413,alexandre-lenovo,192.168.0.11,262.93679308891296,28000,14,3,7eaf2234,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.03,0.03,0.03,0.03,6.200899471519928,0.9579780799053614,3.9468221209434198,28000,28000,7871.203,111.228,9704.649,19.243,53.026923076923076,75.79230769230769,1.5187499523162842,0.0002500000118743628,-0.21117169,-0.20723757,0.00042729385,0.34452742,0.015422526,2.7784355,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.19483733,-0.19104275,0.00037164523,0.48793584,0.0150407385,2.7009332,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.2215455,-0.21719633,0.00031859067,-0.23639204,0.0154570285,2.8143137,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.21745113,-0.21246374,0.0002603507,0.036806747,0.014756595,2.7659297,0.009999999776482582
4.0,0.0,0.12,80.74,23,2000,False,30000,360,15,b073d8b5f14f4b40bd55415467fb0e1c,2020-01-22_00-17-38,1579648658,17.78731656074524,280.7241096496582,9413,alexandre-lenovo,192.168.0.11,280.7241096496582,30000,15,3,7eaf2234,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.03,0.03,0.03,0.03,6.210779460971824,0.9593459678332803,3.948178314802782,30000,30000,7886.947,117.834,9703.872,18.986,53.75599999999999,76.004,1.5187499523162842,0.0002500000118743628,-0.10389025,-0.090377375,0.0028249584,0.29288822,0.007493586,2.7718718,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.09322086,-0.07920177,0.0023744907,0.44469458,0.006948973,2.6947334,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.09257133,-0.0757029,0.001959689,0.5007578,0.0061833938,2.8219151,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.088222176,-0.072629526,0.0024011352,0.4324768,0.006415728,2.7737675,0.009999999776482582
4.0,0.0,0.04,77.09,29,2000,False,32000,389,16,b073d8b5f14f4b40bd55415467fb0e1c,2020-01-22_00-17-56,1579648676,17.821285724639893,298.5453953742981,9413,alexandre-lenovo,192.168.0.11,298.5453953742981,32000,16,3,7eaf2234,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.01,0.01,0.01,0.01,6.204768794938989,0.9624540542919263,3.948252804610024,32000,32000,7904.929,129.424,9704.95,18.825,53.08846153846154,76.14615384615385,1.5187499523162842,0.0002500000118743628,-0.21802902,-0.21354252,0.0002710039,-0.79438543,0.015128845,2.773445,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.21386236,-0.21138577,0.0002763915,0.17537475,0.015906543,2.6911025,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.21650556,-0.21074511,0.0002922379,-0.30915424,0.014524521,2.811181,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.21826015,-0.2134394,0.00022089272,-0.9217979,0.014911221,2.7688053,0.009999999776482582
4.0,0.0,0.04,76.58,23,2000,False,34000,412,17,b073d8b5f14f4b40bd55415467fb0e1c,2020-01-22_00-18-14,1579648694,17.82557225227356,316.37096762657166,9413,alexandre-lenovo,192.168.0.11,316.37096762657166,34000,17,3,7eaf2234,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.01,0.01,0.01,0.01,6.212954438212054,0.9655186345596715,3.9497380584592885,34000,34000,7911.031,127.378,9703.771,18.945,53.88000000000001,76.196,1.5187499523162842,0.0002500000118743628,-0.21990205,-0.21490747,0.00013675174,-0.10127321,0.014940139,2.7821658,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.21341637,-0.20917763,0.00014423067,-0.5717069,0.015024815,2.7201943,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.22392109,-0.2180198,0.00013701184,-0.97833204,0.014631185,2.8259425,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.22001356,-0.21370786,0.0001350623,-0.97785807,0.014172047,2.7964566,0.009999999776482582
4.0,0.0,0.04,78.47,26,2000,False,36000,438,18,b073d8b5f14f4b40bd55415467fb0e1c,2020-01-22_00-18-31,1579648711,17.95275855064392,334.3237261772156,9413,alexandre-lenovo,192.168.0.11,334.3237261772156,36000,18,3,7eaf2234,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.01,0.01,0.01,0.01,6.214771242589386,0.9675310853708636,3.951894232274201,36000,36000,7954.843,126.477,9703.354,18.666,53.411538461538456,76.29615384615384,1.5187499523162842,0.0002500000118743628,-0.22326879,-0.21836346,9.360289e-05,-0.9999372,0.015061841,2.7874088,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.21740086,-0.21434991,8.008981e-05,-1.0,0.015869683,2.7233129,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.2212269,-0.21510044,7.5214884e-05,-1.0,0.014488111,2.8205469,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.22195438,-0.21670333,9.736644e-05,-1.0,0.014820898,2.7857676,0.009999999776482582
0.0,0.0,0.0,77.78,25,2000,False,38000,463,19,b073d8b5f14f4b40bd55415467fb0e1c,2020-01-22_00-18-50,1579648730,17.982688665390015,352.3064148426056,9413,alexandre-lenovo,192.168.0.11,352.3064148426056,38000,19,3,7eaf2234,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.202278403773957,0.9689165100126439,3.952844899142424,38000,38000,7959.209,135.988,9704.132,18.934,53.68,76.68400000000001,1.5187499523162842,0.0002500000118743628,-0.22519605,-0.22073887,4.467702e-05,-1.0,0.01536459,2.7836838,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.20879157,-0.20472081,6.709602e-05,-0.95679855,0.015196825,2.7218034,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.22254062,-0.21504295,5.34703e-05,-1.0,0.013610326,2.8221824,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.21889223,-0.21332598,5.827519e-05,-0.9907899,0.014591875,2.7785926,0.009999999776482582
0.0,0.0,0.0,77.35,29,2000,False,40000,492,20,b073d8b5f14f4b40bd55415467fb0e1c,2020-01-22_00-19-08,1579648748,18.04834485054016,370.35475969314575,9413,alexandre-lenovo,192.168.0.11,370.35475969314575,40000,20,3,7eaf2234,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.231248312942819,0.9723150216916006,3.954813308343812,40000,40000,7970.884,136.014,9705.202,18.631,53.36538461538461,76.48846153846155,1.5187499523162842,0.0002500000118743628,-0.22371078,-0.21913594,2.9028275e-05,-1.0,0.015314984,2.7863498,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.21152695,-0.20679113,4.8694495e-05,-1.0,0.014741336,2.7172918,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.22150092,-0.21464074,3.6461603e-05,-1.0,0.0139815025,2.8131042,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.20837149,-0.20235166,6.496769e-05,-0.9580648,0.014304008,2.7809,0.009999999776482582
0.0,0.0,0.0,76.87,25,2000,False,42000,517,21,b073d8b5f14f4b40bd55415467fb0e1c,2020-01-22_00-19-25,1579648765,17.832223176956177,388.18698287010193,9413,alexandre-lenovo,192.168.0.11,388.18698287010193,42000,21,3,7eaf2234,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.223996529431731,0.9733012703258379,3.954934523234314,42000,42000,7985.33,136.023,9704.755,18.567,53.18846153846154,76.68846153846154,1.5187499523162842,0.0002500000118743628,-0.21672788,-0.2101431,2.2402142e-05,-1.0,0.014082025,2.7994256,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.21762024,-0.21488234,2.350064e-05,-1.0,0.016085345,2.719101,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.22134274,-0.21453491,2.2703294e-05,-1.0,0.014061132,2.8185875,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.213709,-0.20787811,2.4350995e-05,-1.0,0.01454554,2.7946286,0.009999999776482582
4.0,0.0,0.04,75.17,27,2000,False,44000,544,22,b073d8b5f14f4b40bd55415467fb0e1c,2020-01-22_00-19-43,1579648783,17.870986461639404,406.05796933174133,9413,alexandre-lenovo,192.168.0.11,406.05796933174133,44000,22,3,7eaf2234,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.01,0.01,0.01,0.01,6.2364359617092795,0.9754416352347216,3.9541345138120323,44000,44000,8003.507,136.096,9702.557,19.077,53.84,76.908,1.5187499523162842,0.0002500000118743628,-0.06784759,-0.048998572,0.0030840123,0.24694213,0.004036125,2.8062897,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.06858545,-0.050035764,0.002955066,0.27581835,0.003852923,2.7356372,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.06895712,-0.04914461,0.0029484937,0.29971135,0.00355481,2.8159862,0.009999999776482582,1.5187499523162842,0.0002500000118743628,-0.06907422,-0.050342366,0.0031786857,0.24891916,0.003956284,2.7919145,0.009999999776482582
